Product Desc,Qty,Total Cost,Total Cost %,Total Profit,Total Profit %,Branch,Service Type,Category,Section,RevenueFixed,ProfitMargin
BLUEBERRY YOGHURT MEDIUM,2.5,212.18,21.31,783.32,78.69,Stories Faqra,TAKE AWAY,FOOD,FROZEN YOGHURT,995.5,0.7868608739326972
BLUEBERRY YOGHURT SMALL,8.7,561.96,16.94,2755.16,83.06,Stories Faqra,TAKE AWAY,FOOD,FROZEN YOGHURT,3317.12,0.8305879799344009
BROWNIES,13.0,240.15,27.71,626.52,72.29,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,866.67,0.722904911904185
BROWNIES COMBO,911.0,16828.72,0.0,-16828.72,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
CHOCOLATE CHIPS,79.0,704.69,13.17,4644.86,86.83,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,5349.549999999999,0.8682711629950183
CHOCOLATE CHIPS COMBO,1914.0,17073.2,0.0,-17073.2,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
CHOCOLATE CRUNCH,795.5,37799.27,43.96,48182.26,56.04,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,85981.53,0.5603791884140699
CHOCOLATE QUELLA,193.0,6375.22,26.95,17283.34,73.05,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,23658.56,0.7305322048341065
CHOCOLATE QUELLA CRUNCH,66.0,3851.84,58.36,2748.16,41.64,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,6600.0,0.41638787878787875
CHOCOLATE YOGHURT COMBO MEDIUM,39.5,2973.29,12.85,20157.34,87.15,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,23130.63,0.8714565924058272
CHOCOLATE YOGHURT COMBO SMALL,162.5,9326.62,13.9,57748.16,86.1,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,67074.78,0.8609519106883392
CHOCOLATE YOGHURT COMBO X-LARGE,2.0,244.21,15.95,1287.32,84.05,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,1531.53,0.8405450758391935
CHOCOLATE YOGHURT SMALL,4.0,229.58,12.74,1572.22,87.26,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,1801.8,0.8725829725829726
CRUMBOLE PISTACHIO,48.0,2702.18,56.3,2097.82,43.7,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,4800.0,0.43704583333333336
CRUMBOLE RED BERRIES,49.0,1752.45,35.76,3147.55,64.24,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,4900.0,0.6423571428571428
GRANOLLA,14.0,74.82,7.82,881.93,92.18,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,956.75,0.9217977528089887
GRANOLLA COMBO,1334.0,7129.47,0.0,-7129.47,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
GUMMY BEARS,30.0,221.51,10.24,1942.45,89.76,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,2163.96,0.8976367400506479
GUMMY BEARS COMBO,1430.0,10558.76,0.0,-10558.76,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
HONEY,91.0,817.64,11.72,6160.73,88.28,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,6978.37,0.882832237327628
HONEY COMBO,60.0,539.11,0.0,-539.11,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
LOTUS BISCUIT COMBO,1717.0,18725.65,0.0,-18725.65,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
LOTUS BISCUITS,51.0,556.21,16.14,2890.64,83.86,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,3446.85,0.8386323744868504
LOTUS YOGHURT COMBO MEDIUM,109.5,13955.68,31.86,29844.32,68.14,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,43800.0,0.6813771689497716
LOTUS YOGHURT COMBO SMALL,412.9,39855.83,34.32,76277.5,65.68,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,116133.33,0.6568097203447106
LOTUS YOGHURT COMBO X-LARGE,10.5,2158.65,38.55,3441.35,61.45,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,5600.0,0.6145267857142857
LOTUS YOGHURT SMALL,1.0,96.53,32.18,203.47,67.82,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,300.0,0.6782333333333334
MANGO,98.0,1203.49,17.02,5868.59,82.98,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,7072.08,0.829825171660954
MANGO COMBO,3958.0,48606.06,0.0,-48606.06,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
MANGO YOGHURT COMBO MEDIUM,673.1,57533.95,20.57,222223.44,79.43,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,279757.39,0.7943434130551476
MANGO YOGHURT COMBO SMALL,2392.0,155591.97,20.23,613498.12,79.77,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,769090.09,0.7976934405694917
MANGO YOGHURT COMBO X-LARGE,45.0,6229.31,24.99,18699.97,75.01,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,24929.280000000002,0.7501207415537071
MANGO YOGHURT MEDIUM,10.5,897.5,24.3,2795.74,75.7,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,3693.24,0.7569884437512862
MANGO YOGHURT SMALL,28.5,1853.83,23.19,6139.86,76.81,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,7993.69,0.7680883296700273
MANGO YOGHURT X-LARGE,1.0,138.43,29.66,328.24,70.34,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,466.67,0.703366404525682
MARSHMALLOW,47.0,280.43,8.5,3016.86,91.5,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,3297.29,0.9149513691546695
MARSHMALLOW COMBO,2466.0,14713.8,0.0,-14713.8,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
MIXED NUTS,13.0,200.12,23.09,666.54,76.91,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,866.66,0.7690905314656267
MIXED NUTS COMBO,358.0,5511.05,0.0,-5511.05,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
OATS,3.0,6.89,3.45,193.11,96.55,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,200.0,0.96555
OATS COMBO,67.0,153.91,0.0,-153.91,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
OREO,44.0,361.31,12.03,2642.29,87.97,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,3003.6,0.8797076841123985
OREO COMBO,2023.0,16612.06,0.0,-16612.06,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
OREO CREAM YOGHURT COMBO MEDIUM,244.0,24453.36,25.95,69763.3,74.05,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,94216.66,0.7404560934340063
OREO CREAM YOGHURT COMBO SMALL,658.0,50076.29,23.84,159973.71,76.16,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,210050.0,0.7615982385146394
OREO CREAM YOGHURT COMBO X-LARGE,30.5,4941.53,31.24,10875.14,68.76,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,15816.669999999998,0.6875745653162139
OREO CREAM YOGHURT MEDIUM,5.5,551.2,32.11,1165.46,67.89,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,1716.66,0.6789113744131045
OREO CREAM YOGHURT SMALL,12.0,913.25,27.26,2436.75,72.74,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,3350.0,0.7273880597014926
OREO CREAM YOGHURT X-LARGE,1.0,162.02,34.72,304.65,65.28,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,466.66999999999996,0.6528167655945315
ORIGINAL YOGHURT COMBO MEDIUM,503.0,50748.25,22.97,170169.77,77.03,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,220918.02,0.770284696558479
ORIGINAL YOGHURT COMBO SMALL,1668.0,127782.34,21.27,473006.85,78.73,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,600789.19,0.7873091891017546
ORIGINAL YOGHURT COMBO X-LARGE,53.5,8725.48,29.9,20454.25,70.1,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,29179.73,0.7009746149124753
ORIGINAL YOGHURT MEDIUM,7.0,706.24,27.95,1820.34,72.05,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,2526.58,0.7204759002287677
ORIGINAL YOGHURT SMALL,23.5,1800.29,26.06,5108.27,73.94,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,6908.56,0.7394116863716896
ORIGINAL YOGHURT X-LARGE,3.0,489.28,34.95,910.72,65.05,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,1400.0,0.6505142857142857
PINEAPPLE,66.0,1209.37,27.2,3237.48,72.8,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,4446.85,0.7280389489188976
PINEAPPLE COMBO,2124.0,38919.65,0.0,-38919.65,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
PISTACHIO CRUNCH,373.5,28222.54,75.56,9127.46,24.44,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,37350.0,0.2443764390896921
PISTACHIO YOGHURT COMBO MEDIUM,1.5,487.84,65.05,262.16,34.95,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,750.0,0.3495466666666667
PISTACHIO YOGHURT COMBO SMALL,20.5,5019.6,62.61,2997.06,37.39,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,8016.66,0.37385394915089326
PISTACHIO YOGHURT COMBO X-LARGE,1.0,522.03,82.43,111.31,17.57,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,633.3399999999999,0.17575078157072033
PISTACHIO YOGHURT SMALL,1.0,244.86,0.0,-244.86,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
POMEGRANATE YOGHURT COMBO MEDIUM,116.0,10382.29,23.11,34534.37,76.89,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,44916.66,0.7688543627242097
POMEGRANATE YOGHURT COMBO SMALL,460.0,31310.65,24.86,94622.68,75.14,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,125933.32999999999,0.7513712215820864
POMEGRANATE YOGHURT COMBO X-LARGE,8.5,1231.41,27.88,3185.26,72.12,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,4416.67,0.7211903991015857
POMEGRANATE YOGHURT SMALL,6.0,408.4,27.53,1074.93,72.47,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,1483.33,0.7246735385922216
QUELLA PISTACCIO,3.0,220.55,73.52,79.45,26.48,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,300.0,0.26483333333333337
SPRINKLES,8.0,30.07,5.64,503.26,94.36,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,533.33,0.943618397614985
SPRINKLES COMBO,1043.0,3920.64,0.0,-3920.64,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
STRAWBERRY,151.0,2191.41,21.16,8165.34,78.84,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,10356.75,0.7884075602867695
STRAWBERRY COMBO,6300.0,91429.77,0.0,-91429.77,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP BLUEBERRY,177.0,1697.42,0.0,-1697.42,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP CHOCOLATE,15.0,129.45,0.0,-129.45,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP MANGO,263.0,2538.08,0.0,-2538.08,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP OREO,129.0,1435.09,0.0,-1435.09,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP ORIGINAL YOUGHURT,190.0,1871.4,0.0,-1871.4,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP PISTACHIO,18.0,605.26,0.0,-605.26,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP POMEGRANATE,79.0,580.91,0.0,-580.91,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
TASTING CUP SPECULOSE LOTUS,110.5,1530.18,0.0,-1530.18,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
VARIEGATO WAFER,81.0,4023.47,49.67,4076.53,50.33,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,8100.0,0.5032753086419753
WAFER ROLL,7.0,49.74,10.66,416.92,89.34,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,466.66,0.8934127630394719
WAFER ROLL COMBO,1016.0,7219.83,0.0,-7219.83,100.0,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,0.0,
Total By Division:,43305.7,1227581.64,35.89,2192585.21,64.11,Stories Faqra,TAKE AWAY,FOOD,22-Jan-26,3420166.8499999996,0.6410755106874392
BOUMALI CUP,12.0,1417.68,59.07,982.32,40.93,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,2400.0,0.4093
FREEZE DROPS STRAWBERRY,152.0,20678.08,68.02,9721.92,31.98,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,30400.0,0.31980000000000003
MEDIUM CHIPS,165.0,1811.48,16.47,9188.52,83.53,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,11000.0,0.8353200000000001
PINEAPPLE CUP,1.0,245.83,67.04,120.84,32.96,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,366.67,0.3295606403578149
Total By Division:,330.0,24153.07,54.69,20013.6,45.31,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,44166.67,0.4531380790084468
Total By Category:,46504.7,1508720.49,35.93,2690849.07,64.07,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,4199569.56,0.6407440171082677
Total By Department:,96109.7,2935017.73,26.88,7983379.74,73.12,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,10918397.47,0.7311860336588387
Total By Branch:,96109.7,2935017.73,26.88,7983379.74,73.12,Stories Faqra,TAKE AWAY,FOOD,GRAB&GO FOOD,10918397.47,0.7311860336588387
1 SHOT DECAFE,163.0,1556.11,0.0,-1556.11,100.0,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,0.0,
2 SHOT DECAFE,184.0,3513.17,0.0,-3513.17,100.0,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,0.0,
3 SHOT DECAFE,40.0,1145.6,0.0,-1145.6,100.0,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,0.0,
ADD BANANA SAUCE MEDIUM,20.0,349.93,52.49,316.73,47.51,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,666.6600000000001,0.47509975099750995
ADD BANANA SAUCE SMALL,17.0,297.44,52.49,269.22,47.51,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,566.6600000000001,0.4750997070553771
ADD CARAMEL DRIZZLE,1565.0,5252.53,10.17,46414.14,89.83,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,51666.67,0.898338135591088
ADD CARAMEL LARGE,86.0,739.16,25.78,2127.51,74.22,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,2866.67,0.7421537881932696
ADD CARAMEL MEDIUM,1058.0,8266.67,23.44,26999.99,76.56,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,35266.66,0.765595324309135
ADD CARAMEL SF LARGE,30.0,393.8,39.38,606.2,60.62,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,1000.0,0.6062000000000001
ADD CARAMEL SF MEDIUM,260.5,2564.62,29.54,6118.71,70.47,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,8683.33,0.7046501745298175
ADD CARAMEL SF SMALL,198.0,1299.54,20.1,5167.13,79.9,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,6466.67,0.7990403097730362
ADD CARAMEL SMALL,746.0,3885.91,18.19,17480.76,81.81,Stories.,TAKE AWAY,BEVERAGES,COLD BAR SECTION,21366.67,0.8181321656580085
ADD CHOCOLATE DRIZZLE,227.0,748.5,9.94,6784.83,90.06,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,7533.33,0.9006415489564376
ADD HAZELNUT LARGE,4.0,43.32,32.49,90.02,67.51,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,133.34,0.6751162441877906
ADD HAZELNUT MEDIUM,78.0,767.91,29.54,1832.09,70.47,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,2600.0,0.70465
ADD HAZELNUT SMALL,68.0,446.31,21.25,1653.69,78.75,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,2100.0,0.7874714285714286
ADD MOCHA LARGE,6.0,118.71,59.35,81.29,40.65,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,200.0,0.40645000000000003
ADD MOCHA MEDIUM,46.0,682.56,44.51,850.78,55.49,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,1533.34,0.5548541093299595
ADD MOCHA SMALL,68.0,672.66,63.06,394.0,36.94,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,1066.6599999999999,0.36937730860817886
ADD RASPBERRY SAUCE LARGE,1.0,31.53,47.29,35.14,52.71,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,66.67,0.5270736463176842
ADD RASPBERRY SAUCE MEDIUM,66.0,1040.34,47.29,1159.66,52.71,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,2200.0,0.5271181818181818
ADD RASPBERRY SAUCE SMALL,75.0,1182.21,47.29,1317.79,52.71,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,2500.0,0.527116
ADD SHOT,2712.5,24034.11,27.3,64015.89,72.7,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,88050.0,0.7270402044293015
ADD TOFFEE NUT MEDIUM,4.0,63.85,47.89,69.49,52.11,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,133.34,0.5211489425528723
ADD TOFFEE NUT SMALL,4.0,47.89,47.89,52.11,52.11,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,100.0,0.5211
ADD VANILLA LARGE,99.0,1134.52,34.38,2165.48,65.62,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,3300.0,0.6562060606060606
ADD VANILLA MEDIUM,648.0,5063.14,23.44,16536.86,76.56,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,21600.0,0.7655953703703704
ADD VANILLA SF LARGE,103.0,1487.25,43.32,1946.08,56.68,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,3433.33,0.5668199677863764
ADD VANILLA SF MEDIUM,305.5,3007.65,29.54,7175.69,70.47,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,10183.34,0.7046499478560079
ADD VANILLA SF SMALL,242.0,1588.33,19.85,6411.67,80.15,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,8000.0,0.80145875
ADD VANILLA SMALL,568.0,2958.71,16.75,14707.96,83.25,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,17666.67,0.8325258806554943
ADD WHIPPED CREAM,100.0,886.05,26.58,2447.28,73.42,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,3333.33,0.7341847341847343
ADD WHITE MOCHA LARGE,47.0,403.82,25.78,1162.84,74.22,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,1566.6599999999999,0.7422414563466228
ADD WHITE MOCHA MEDIUM,428.0,2758.03,19.33,11508.63,80.67,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,14266.66,0.8066800498504906
ADD WHITE MOCHA SMALL,879.0,3776.18,30.95,8423.82,69.05,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,12200.0,0.6904770491803278
ADD YIRGACHEFFE SHOT,13.0,124.11,28.64,309.23,71.36,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,433.34000000000003,0.7135967138967093
BLUE NADE,194.0,13057.82,25.24,38675.51,74.76,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,51733.33,0.7475936693037158
CARAMEL CREAM  FRAPP LARGE,40.0,2566.71,19.85,10366.62,80.15,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,12933.330000000002,0.8015429900883995
CARAMEL CREAM  FRAPP MEDIUM,388.0,16485.01,15.93,86981.66,84.07,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,103466.67,0.8406732332257335
CARAMEL CREAM FRAPP SMALL,430.0,13977.86,14.33,83555.47,85.67,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,97533.33,0.8566863245620754
CARAMEL FRAPP LARGE,249.0,17837.86,22.22,62442.14,77.78,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,80280.0,0.7778044344793223
CARAMEL FRAPP MEDIUM,2273.0,161417.67,26.63,444715.67,73.37,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,606133.34,0.733692804292864
CARAMEL FRAPP SMALL,1545.0,87096.78,24.9,262669.89,75.1,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,349766.67000000004,0.7509860502145616
CHOCOLATE CREAM FRAP SMALL,473.0,24437.87,22.87,82428.8,77.13,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,106866.67,0.7713237438763648
CHOCOLATE CREAM FRAPP LARGE,40.0,2845.34,23.71,9154.66,76.29,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,12000.0,0.7628883333333333
CHOCOLATE CREAM FRAPP MEDIUM,579.0,39854.1,25.81,114545.9,74.19,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,154400.0,0.7418775906735751
COFFEE FRAPP LARGE,6.0,362.81,22.68,1237.19,77.32,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,1600.0,0.77324375
COFFEE FRAPPE MEDIUM,38.0,2210.36,24.93,6656.31,75.07,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,8866.67,0.7507113719130181
COFFEE FRAPPE SMALL,74.0,3537.8,23.9,11262.2,76.1,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,14800.0,0.7609594594594595
DOUBLE SHOT SHAKEN LARGE,33.0,2416.69,27.46,6383.31,72.54,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,8800.0,0.7253761363636364
DOUBLE SHOT SHAKEN MEDIUM,301.0,15428.52,21.5,56324.81,78.5,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,71753.33,0.7849783417717338
DOUBLE SHOT SHAKEN SMALL,379.0,12120.96,33.48,24079.04,66.52,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,36200.0,0.6651668508287293
ESPRESSO FRAPP LARGE,14.0,970.6,26.0,2762.73,74.0,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,3733.33,0.7400176250157366
ESPRESSO FRAPP MEDIUM,109.0,6120.75,24.07,19312.59,75.93,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,25433.34,0.7593414785474499
ESPRESSO FRAPP SMALL,59.0,2701.87,23.29,8898.13,76.71,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,11600.0,0.767080172413793
HAZELNUT FRAPP LARGE,3.0,210.94,23.44,689.06,76.56,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,900.0,0.7656222222222222
HAZELNUT FRAPP MEDIUM,43.0,2924.53,25.5,8542.13,74.5,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,11466.66,0.7449536307869946
HAZELNUT FRAPP SMALL,21.0,1141.8,23.3,3758.2,76.7,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,4900.0,0.7669795918367347
ICED AMERICANO LARGE,34.0,1671.58,18.8,7221.75,81.2,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,8893.33,0.8120411589359666
ICED AMERICANO MEDIUM,141.0,5003.01,15.55,27170.32,84.45,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,32173.33,0.8444982225961689
ICED AMERICANO SMALL,234.0,5168.88,12.93,34804.45,87.07,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,39973.329999999994,0.8706917837468132
ICED CARAMEL MACCHIATO LARGE,75.0,4375.6,19.45,18124.4,80.55,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,22500.0,0.805528888888889
ICED CARAMEL MACCHIATO MEDIUM,564.0,28623.72,19.03,121776.28,80.97,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,150400.0,0.8096827127659575
ICED CARAMEL MACCHIATO SMALL,429.0,13807.74,14.43,81858.93,85.57,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,95666.67,0.8556682280254972
ICED CLASSIC CHOC LARGE,14.0,854.32,20.34,3345.68,79.66,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,4200.0,0.7965904761904762
ICED CLASSIC CHOC MEDIUM,119.0,5416.77,17.07,26316.57,82.93,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,31733.34,0.8293035022471634
ICED CLASSIC CHOC SMALL,136.0,5266.15,16.6,26467.18,83.4,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,31733.33,0.8340498775262476
ICED LATTE LARGE,129.0,6095.52,17.72,28304.48,82.28,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,34400.0,0.8228046511627907
ICED LATTE MEDIUM,950.0,38948.68,17.57,182717.98,82.43,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,221666.66,0.8242916638884711
ICED LATTE SMALL,701.0,17279.56,12.5,120920.44,87.5,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,138200.0,0.8749670043415341
ICED LEMON TEA  MEDIUM,14.0,405.09,10.85,3328.24,89.15,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,3733.33,0.8914936531193332
ICED LEMON TEA  SMALL,15.0,303.95,43.42,396.05,56.58,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,700.0,0.5657857142857143
ICED LEMON TEA LARGE,3.0,108.13,12.01,791.87,87.99,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,900.0,0.8798555555555556
ICED MATCHA LATTE LARGE,175.0,14017.25,30.04,32649.42,69.96,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,46666.67,0.6996303785978301
ICED MATCHA LATTE MEDIUM,611.0,39432.18,27.66,103134.49,72.34,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,142566.67,0.7234123515685679
ICED MATCHA LATTE SMALL,455.0,20805.84,23.59,67394.16,76.41,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,88200.0,0.7641061224489797
ICED MOCHA LARGE,24.0,1512.21,21.0,5687.79,79.0,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,7200.0,0.7899708333333333
ICED MOCHA MEDIUM,266.0,14049.1,19.81,56884.24,80.19,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,70933.34,0.8019393983139663
ICED MOCHA SMALL,171.0,5562.33,16.0,29204.34,84.0,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,34766.67,0.8400096989444201
ICED PEACH TEA  MEDIUM,49.0,2330.68,17.84,10735.98,82.16,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,13066.66,0.8216315416487457
ICED PEACH TEA  SMALL,267.0,9458.33,115.82,-1291.66,-15.82,Stories.,TAKE AWAY,BEVERAGES,22-Jan-26,8166.67,-0.15816238442351657
