Description,Qty,Total Amount,Group,Division,Branch
CHICKEN TERIAKI SUB,110.0,38698.53,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN CHICKEN TERIAKI SUB,42.0,16605.41,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN TUNA SUB,139.0,54542.7,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN TURKEY & CHEESE SUB,339.0,134950.99,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN VEGGIE SUB,1.0,400.0,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
PESTO HALLOUMI SUB,231.0,70005.14,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
LABNEH SUB,323.0,21978.62,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN LABNEH SUB,90.0,26709.19,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN PESTO HALLOUMI SUB,229.0,77214.71,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN CHICKEN CAESAR SANDWICH,125.0,59926.13,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
CHICKEN CAESAR SANDWICH,276.0,123533.81,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
PULLED BEEF CHIMICHURRI SANDWICH,4.0,1681.68,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
BROWN PULLED BEEF CHIMICHURRI SANDWICH,1.0,450.45,SUB SANDWICHES,PLAT DE JOUR,Stories Centro Mall
CLASSIC CINNAMON ROLL LARGE,1367.0,361286.19,CINNAMONS,SANDWICHES,Stories Centro Mall
CHOCOLATE ROLL LARGE,288.0,50396.4,CINNAMONS,SANDWICHES,Stories Centro Mall
EXTRA CREAM CHEESE FROSTING MIX,16.0,530.12,CINNAMONS,SANDWICHES,Stories Centro Mall
RED CINNAMON ROLL,15.0,4954.95,CINNAMONS,SANDWICHES,Stories Centro Mall
LOTUS ROLL,1.0,366.67,CINNAMONS,SANDWICHES,Stories Centro Mall
CARTON HANDLE BAG,1321.0,0.0,PACKAGING,CINNAMON ROLLS,Stories Centro Mall
SMALL DESSERT BOX(1PCS),105.0,0.0,PACKAGING,CINNAMON ROLLS,Stories Centro Mall
MEDIUM DESSERT BOX(2PCS),2.0,0.0,PACKAGING,CINNAMON ROLLS,Stories Centro Mall
CHOCOLATE PLUS,209.0,20994.65,NOT USED,CARTON,Stories Centro Mall
TRIO SUB,2.0,770.0,NOT USED,CARTON,Stories Centro Mall
PRUNELLE THYME CROISSANT/NOT USED,2.0,420.0,NOT USED,CARTON,Stories Centro Mall
PRUNELLE CHEESE CROISSANT/NOT USED,4.0,860.0,NOT USED,CARTON,Stories Centro Mall
PRUNELLE CHOCOLATE CROISSANT/NOT USED,4.0,880.0,NOT USED,CARTON,Stories Centro Mall
ADD ROAST BEEF/NOT USED,16.0,1600.0,NOT USED,CARTON,Stories Centro Mall
BROWN CLUB MELT SUB,1.0,360.36,NOT USED,CARTON,Stories Centro Mall
BROWN SALAMI & PEPPERONI SUB/NOT USED,4.0,1720.0,NOT USED,CARTON,Stories Centro Mall
TIRAMISU ROLL/not used,1.0,366.67,NOT USED,CARTON,Stories Centro Mall
STEVIA SUGAR SACHET/NOT USED,62.0,0.0,NOT USED,CARTON,Stories Centro Mall
NY STYLE COOKIE -PISTACHIO,14.0,4733.33,NOT USED,CARTON,Stories Centro Mall
PASSION FRUIT YOGHURT SMALL/NOT USED,4.5,1425.0,NOT USED,CARTON,Stories Centro Mall
PASSION FRUIT YOGHURT MEDIUM/NOT USED,1.0,333.33,NOT USED,CARTON,Stories Centro Mall
PASSION FRUIT YOGHURT X-LARGE/NOT USED,1.0,466.67,NOT USED,CARTON,Stories Centro Mall
TASTING CUP PASSION FRUIT/NOT USED,24.0,0.0,NOT USED,CARTON,Stories Centro Mall
LYCHEE BLAST SMALL/NOT USED,2.0,0.0,NOT USED,CARTON,Stories Centro Mall
PASSION FRUIT YOGHURT COMBO SMALL/NOT USED,90.5,30166.67,NOT USED,CARTON,Stories Centro Mall
PASSION FRUIT YOGHURT COMBO MEDIUM/NOT USED,18.5,7400.0,NOT USED,CARTON,Stories Centro Mall
PASSION FRUIT YOGHURT COMBO X-LARGE/NOT USED,4.5,2400.0,NOT USED,CARTON,Stories Centro Mall
BROWN FILET STEAK SANDWICH,7.0,3450.45,NOT USED,CARTON,Stories Centro Mall
FILET STEAK SANDWICH,24.0,11154.59,NOT USED,CARTON,Stories Centro Mall
NY STYLE COOKIE/NOT USED,0.0,0.0,NOT USED,CARTON,Stories Centro Mall
GRILLED VEGGIE SUB,14.0,0.0,NOT USED,CARTON,Stories Centro Mall
BROWN GRILLED VEGGIE SUB,0.0,0.0,NOT USED,CARTON,Stories Centro Mall
FRIKEH LENTIL SALAD (GRAP&GO),2.0,933.33,NOT USED,CARTON,Stories Centro Mall
LEBANESE SALAD (GRAB&GO),3.0,1400.0,NOT USED,CARTON,Stories Centro Mall
ADD STEAK,7.0,933.33,NOT USED,CARTON,Stories Centro Mall
PISTACHIO COOKIES/NOT USED,2.0,533.33,NOT USED,CARTON,Stories Centro Mall
NY STYLE COOKIE - RED PISTACHIO/NOT USED,1.0,333.33,NOT USED,CARTON,Stories Centro Mall
LYCHEE BOBA/NOT USED,211.0,0.0,NOT USED,CARTON,Stories Centro Mall
STRAWBERRY BOBA/NOT USED,11.0,0.0,NOT USED,CARTON,Stories Centro Mall
GRANELLA DI BISCOTTO COMBO,47.0,0.0,NOT USED,CARTON,Stories Centro Mall
KROCCO MILK,12.0,1200.0,NOT USED,CARTON,Stories Centro Mall
COOKIES & MILK,19.0,1900.0,NOT USED,CARTON,Stories Centro Mall
VALENTINE HOT CHOCOLATE/NOT USED,11.0,4033.33,NOT USED,CARTON,Stories Centro Mall
NUTELLA ROLL,64.0,24310.0,NOT USED,CARTON,Stories Centro Mall
K Log GRANOLLA COMBO/NOT USED,1.0,0.0,NOT USED,CARTON,Stories Centro Mall
ASIAN CRAB SANDWICH,1.0,366.67,NOT USED,CARTON,Stories Centro Mall
ACAI YOGHURT COMBO SMALL,0.0,0.0,NOT USED,CARTON,Stories Centro Mall
ADD SMOKED TURKEY,184.0,18603.9,ADD ONS,NOT USED,Stories Centro Mall
ADD CHEDDAR CHEESE,6.0,386.85,ADD ONS,NOT USED,Stories Centro Mall
ADD TUNA,82.0,11262.46,ADD ONS,NOT USED,Stories Centro Mall
ADD CHICKEN,177.0,24287.09,ADD ONS,NOT USED,Stories Centro Mall
ADD HALLOUM CHEESE,65.0,6113.51,ADD ONS,NOT USED,Stories Centro Mall
ADD PULLED BEEF,7.0,1051.05,ADD ONS,NOT USED,Stories Centro Mall
FREEZE DROPS STRAWBERRY,194.0,39025.77,PACKAGED FOOD,SUBS,Stories Centro Mall
MEDIUM CHIPS,239.0,15544.5,PACKAGED FOOD,SUBS,Stories Centro Mall
VANILLA  ASH,7.0,1471.47,PACKAGED FOOD,SUBS,Stories Centro Mall
BEETROOT CUP,5.0,1051.05,PACKAGED FOOD,SUBS,Stories Centro Mall
CHOCOLATE SP/MO,5.0,1051.05,PACKAGED FOOD,SUBS,Stories Centro Mall
HONEY PEANUT ST BITES,8.0,1297.3,PACKAGED FOOD,SUBS,Stories Centro Mall
SPECIALITY COFFEE ST BITES,11.0,1783.78,PACKAGED FOOD,SUBS,Stories Centro Mall
QUINOA SALAD (GRAB&GO),53.0,24691.71,SALADS,SUBS,Stories Centro Mall
TUNA PASTA SALAD (GRAB&GO),77.0,35790.39,SALADS,SUBS,Stories Centro Mall
ASIAN SALAD (GRAB&GO),49.0,21987.99,SALADS,SUBS,Stories Centro Mall
CAESER SALAD (GRAB&GO),7.0,2942.94,SALADS,SUBS,Stories Centro Mall
CHICKEN CAESER SALAD (GRAB&GO),21.0,9711.71,SALADS,SUBS,Stories Centro Mall
TIRAMISU CUP,44.0,16516.52,PACKAGED DESSERT,SUBS,Stories Centro Mall
MAK BAR CHOCOLATE CRUNCH,4.0,936.94,PACKAGED DESSERT,SUBS,Stories Centro Mall
MAK BAR PRO COOKIES CREAM,2.0,564.56,PACKAGED DESSERT,SUBS,Stories Centro Mall
MAK BAR WHITE ALMOND CRUNCH,2.0,468.47,PACKAGED DESSERT,SUBS,Stories Centro Mall
BOSTON CREAM DONUT,49.0,10060.0,DONUTS,GRAB&GO FOOD,Stories Centro Mall
OREO DOUGHNUTS,96.0,19640.0,DONUTS,GRAB&GO FOOD,Stories Centro Mall
HAZELNUT DOUGHNUTS,112.0,22880.0,DONUTS,GRAB&GO FOOD,Stories Centro Mall
LOTUS DOUGHNUTS,66.0,13380.0,DONUTS,GRAB&GO FOOD,Stories Centro Mall
KINDER DOUGHNUTS,37.0,7560.0,DONUTS,GRAB&GO FOOD,Stories Centro Mall
ESPRESSO,376.0,62229.64,BLACK COFFEE,DONUTS,Stories LAU
DOUBLE ESPRESSO,613.0,112137.3,BLACK COFFEE,DONUTS,Stories LAU
AMERICANO SMALL,571.0,110974.77,BLACK COFFEE,DONUTS,Stories LAU
AMERICANO MEDIUM,378.0,83856.76,BLACK COFFEE,DONUTS,Stories LAU
AMERICANO LARGE,101.0,25367.03,BLACK COFFEE,DONUTS,Stories LAU
BLACK COFFEE SMALL,154.0,24743.24,BLACK COFFEE,DONUTS,Stories LAU
BLACK COFFEE MEDIUM,94.0,18994.59,BLACK COFFEE,DONUTS,Stories LAU
BLACK COFFEE LARGE,21.0,5009.01,BLACK COFFEE,DONUTS,Stories LAU
SINGLE ESPRESSO MACC,14.0,2673.24,BLACK COFFEE,DONUTS,Stories LAU
DOUBLE ESPRESSO MAC,12.0,2376.94,BLACK COFFEE,DONUTS,Stories LAU
TRIPLE ESPRESSO,31.0,0.0,BLACK COFFEE,DONUTS,Stories LAU
SINGLE LONGO,14.0,2974.41,BLACK COFFEE,DONUTS,Stories LAU
DOUBLE LONGO,4.0,830.27,BLACK COFFEE,DONUTS,Stories LAU
LATTE SMALL,1193.0,231477.48,MIXED HOT BEVERAGE,DONUTS,Stories LAU
LATTE MEDIUM,860.0,195652.88,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CAPPUCCINO SMALL,392.0,77083.42,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CAPPUCCINO MEDIUM,275.0,62925.77,MIXED HOT BEVERAGE,DONUTS,Stories LAU
MOCHA SMALL,114.0,24744.41,MIXED HOT BEVERAGE,DONUTS,Stories LAU
MOCHA MEDIUM,89.0,22743.06,MIXED HOT BEVERAGE,DONUTS,Stories LAU
WHITE MOCHA SMALL,816.0,113782.34,MIXED HOT BEVERAGE,DONUTS,Stories LAU
WHITE MOCHA MEDIUM,523.0,133209.73,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CARAMEL MACHIATO SMALL,270.0,59515.77,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CARAMEL MACHIATO MEDIUM,250.0,63623.06,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SIGNATURE HOT CHOCOLATE SMALL,277.0,63826.13,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SIGNATURE HOT CHOCOLATE MEDIUM,187.0,50385.59,MIXED HOT BEVERAGE,DONUTS,Stories LAU
STEAMED MILK SMALL,7.0,933.33,MIXED HOT BEVERAGE,DONUTS,Stories LAU
STEAMED MILK MEDIUM,6.0,1085.59,MIXED HOT BEVERAGE,DONUTS,Stories LAU
LATTE LARGE,111.0,29600.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
MOCHA  LARGE,12.0,3882.88,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CAPPUCCINO LARGE,36.0,9600.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
WHITE MOCHA LARGE,345.0,103782.88,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CARAMEL MACCHIATO LARGE,23.0,6900.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
MATCHA LATTE SMALL,90.0,16480.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
MATCHA LATTE MEDIUM,169.0,38508.38,MIXED HOT BEVERAGE,DONUTS,Stories LAU
MATCHA LATTE LARGE,19.0,5066.67,MIXED HOT BEVERAGE,DONUTS,Stories LAU
FLAT WHITE,522.0,58381.26,MIXED HOT BEVERAGE,DONUTS,Stories LAU
HOT DOUBLE SHOT SMALL,31.0,5584.68,MIXED HOT BEVERAGE,DONUTS,Stories LAU
HOT DOUBLE SHOT MEDIUM,18.0,4800.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
HOT DOUBLE SHOT LARGE,10.0,3333.33,MIXED HOT BEVERAGE,DONUTS,Stories LAU
TOFFEE NUT LATTE MEDIUM,74.0,19863.06,MIXED HOT BEVERAGE,DONUTS,Stories LAU
TOFFEE NUT LATTE SMALL,53.0,12366.67,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CLASSIC HOT CHOC SMALL,31.0,7042.34,MIXED HOT BEVERAGE,DONUTS,Stories LAU
CLASSIC HOT CHOC MEDIUM,18.0,4872.79,MIXED HOT BEVERAGE,DONUTS,Stories LAU
HOT DOUBLE SHOT TOFFEE NUT SMALL,2.0,533.33,MIXED HOT BEVERAGE,DONUTS,Stories LAU
HOT DOUBLE SHOT TOFFEE NUT MEDIUM,3.0,900.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SPANISH LATTE SMALL,442.0,111965.59,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SPANISH LATTE MEDIUM,430.0,127128.65,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SALTED CARAMEL LATTE SMALL,7.0,1633.33,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SALTED CARAMEL LATTE MEDIUM,11.0,2933.33,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SALTED CARAMEL LATTE LARGE,3.0,1000.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
SIGNATURE HOT CHOCOLATE LARGE,21.0,6300.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
TOFFEE NUT LATTE LARGE,12.0,4000.0,MIXED HOT BEVERAGE,DONUTS,Stories LAU
ENGLISH BREAKFAST TEA MEDIUM,75.0,11261.26,TEA,DONUTS,Stories LAU
EARL GREY LAVENDER TEA MEDIUM,173.0,15756.76,TEA,DONUTS,Stories LAU
ORGANIC GREEN TEA MEDIUM,111.0,15013.51,TEA,DONUTS,Stories LAU
SOUTHERN MINT HERBAL TEA MEDIUM,40.0,6666.67,TEA,DONUTS,Stories LAU
ADD ENGLISH BREAKFAST TEA BAG,1.0,63.06,TEA,DONUTS,Stories LAU
ADD GREEN TEA BAG,1.0,81.08,TEA,DONUTS,Stories LAU
GOLDEN CHAMOMILE HERBAL TEA MEDIUM,80.0,12851.35,TEA,DONUTS,Stories LAU
SWEET GINGER PEACH BLACK TEA MEDIUM,37.0,6000.0,TEA,DONUTS,Stories LAU
BOMBAY CHAI BLACK TEA MEDIUM,26.0,4333.33,TEA,DONUTS,Stories LAU
MEDITERRANEAN CARAMEL TEA MEDIUM,1.0,166.67,TEA,DONUTS,Stories LAU
YIRGACHEFFE BEANS 250G,5.0,3333.33,BEANS,DONUTS,Stories LAU
HOUSE BLEND BEANS 250G,2.0,1254.05,BEANS,DONUTS,Stories LAU
AMERICAN COFFEE BEANS 250G,2.0,1066.67,BEANS,DONUTS,Stories LAU
ICED AMERICANO SMALL,165.0,33903.24,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED AMERICANO MEDIUM,224.0,54063.24,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED LATTE SMALL,734.0,141254.05,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED LATTE MEDIUM,1506.0,366552.25,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED MOCHA SMALL,82.0,20083.78,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED MOCHA MEDIUM,162.0,45016.22,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED WHITE MOCHA SMALL,633.0,130404.5,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED WHITE MOCHA MEDIUM,1397.0,375387.39,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED AMERICANO LARGE,19.0,5492.25,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED LATTE LARGE,200.0,57225.23,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED MOCHA LARGE,18.0,6248.65,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED WHITE MOCHA LARGE,322.0,98721.62,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
DOUBLE SHOT SHAKEN MEDIUM,404.0,96982.7,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
DOUBLE SHOT SHAKEN LARGE,30.0,8129.73,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED MATCHA LATTE SMALL,296.0,63254.05,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED MATCHA LATTE MEDIUM,651.0,162800.9,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED MATCHA LATTE LARGE,113.0,33506.31,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
DOUBLE SHOT SHAKEN SMALL,585.0,50794.59,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED CARAMEL MACCHIATO SMALL,341.0,79817.12,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED CARAMEL MACCHIATO MEDIUM,691.0,188288.29,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED CARAMEL MACCHIATO LARGE,86.0,26507.21,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED TOFFEE NUT LATTE SMALL,11.0,2566.67,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED TOFFEE NUT LATTE MEDIUM,16.0,4266.67,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED CLASSIC CHOC MEDIUM,48.0,13059.46,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED CLASSIC CHOC SMALL,23.0,5366.67,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
BLUE NADE,63.0,16800.0,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED DOUBLE SHOT TOFFEE NUT SMALL,1.0,240.0,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED DOUBLE SHOT TOFFEE NUT MEDIUM,2.0,533.33,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED TOFFEE NUT LATTE LARGE,2.0,666.67,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED CLASSIC CHOC LARGE,3.0,900.0,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED SPANISH LATTE SMALL,609.0,162084.14,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED SPANISH LATTE MEDIUM,1052.0,317546.85,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED SALTED CARAMEL LATTE SMALL,22.0,3500.0,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED SALTED CARAMEL LATTE MEDIUM,61.0,16266.67,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
ICED SALTED CARAMEL LATTE LARGE,11.0,3666.67,MIXED COLD BEVERAGES,HOT BAR SECTION,Stories LAU
COFFEE FRAPPE SMALL,53.0,11021.62,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
COFFEE FRAPPE MEDIUM,104.0,24512.61,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CARAMEL FRAPP SMALL,382.0,90800.9,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CARAMEL FRAPP MEDIUM,698.0,193138.74,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CARAMEL FRAPP LARGE,136.0,44476.04,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
COFFEE FRAPP LARGE,18.0,4893.69,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
MOCHA FRAPP SMALL,102.0,24367.57,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
MOCHA FRAPP MEDIUM,190.0,53261.26,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
MOCHA FRAPP LARGE,32.0,10021.62,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
ESPRESSO FRAPP SMALL,59.0,12372.97,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
ESPRESSO FRAPP MEDIUM,71.0,17140.54,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
ESPRESSO FRAPP LARGE,7.0,2054.05,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
VANILLA CREAM FRAPP SMALL,70.0,18477.48,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
VANILLA CREAM FRAPP MEDIUM,91.0,26983.78,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
VANILLA CREAM FRAPP LARGE,15.0,5237.84,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
WHITE MOCHA FRAPP SMALL,53.0,11433.33,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
WHITE MOCHA FRAPP MEDIUM,95.0,25333.33,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
WHITE MOCHA FRAPP LARGE,18.0,5400.0,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
WHITE MOCHA CREAM FRAPP SMALL,14.0,3361.26,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
WHITE MOCHA CREAM FRAPP MEDIUM,25.0,6947.75,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CHOCOLATE CREAM FRAPP MEDIUM,151.0,44807.21,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CHOCOLATE CREAM FRAPP LARGE,25.0,7816.22,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
WHITE MOCHA CREAM FRAPP LARGE,8.0,2505.41,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CHOCOLATE CREAM FRAP SMALL,113.0,29263.96,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CARAMEL CREAM  FRAPP MEDIUM,165.0,49189.19,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CARAMEL CREAM  FRAPP LARGE,31.0,10846.49,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
CARAMEL CREAM FRAPP SMALL,122.0,31581.98,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
MATCHA CREAM  FRAPP SMALL,52.0,12953.15,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
MATCHA CREAM FRAPP MEDIUM,112.0,31646.85,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
MATCHA CREAM FRAPP LARGE,20.0,6421.62,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
STRAWBERRY CREAM FRAPP SMALL,152.0,36464.86,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
STRAWBERRY CREAM FRAPP ,222.0,62183.78,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
STRAWBERRY CREAM FRAPP LARGE,31.0,9405.41,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
VANILLA FRAP SMALL,20.0,4666.67,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
VANILLA FRAPP MEDIUM,29.0,7827.03,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
VANILLA FRAPP LARGE,7.0,2205.41,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
HAZELNUT FRAPP SMALL,2.0,466.67,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
HAZELNUT FRAPP MEDIUM,3.0,800.0,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
HAZELNUT FRAPP LARGE,1.0,300.0,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
TOFFEENUT FRAP SMALL,3.0,780.0,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
TOFFEENUT FRAP MEDIUM,6.0,1760.0,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
TOFFEENUT CREAM  FRAP SMALL,3.0,786.67,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
TOFFEENUT CREAM  FRAP MEDIUM,3.0,880.0,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
TOFFEENUT CREAM  FRAP LARGE,4.0,1333.33,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
SALTED CARAMEL FRAPPE SMALL,12.0,3166.67,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
SALTED CARAMEL CREAM FRAPPE SMALL,11.0,2886.67,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
SALTED CARAMEL CREAM FRAPPE MEDIUM,7.0,2066.67,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
SALTED CARAMEL CREAM FRAPPE LARGE,1.0,333.33,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
SALTED CARAMEL FRAPPE MEDIUM,34.0,10033.33,BLENDED BRINKS,HOT BAR SECTION,Stories LAU
ICED PEACH TEA  SMALL,40.0,5448.65,ICE TEA,HOT BAR SECTION,Stories LAU
ICED PEACH TEA  MEDIUM,53.0,14414.41,ICE TEA,HOT BAR SECTION,Stories LAU
ICED PEACH TEA LARGE,20.0,6105.41,ICE TEA,HOT BAR SECTION,Stories LAU
ADD CARAMEL SMALL,510.0,15959.46,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD VANILLA SMALL,591.0,18976.58,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD HAZELNUT SMALL,39.0,1313.51,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CARAMEL MEDIUM,782.0,26617.12,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD VANILLA MEDIUM,781.0,26888.29,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD HAZELNUT MEDIUM,91.0,3056.76,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD SHOT,2051.0,57882.88,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD WHIPPED CREAM,120.0,4035.14,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD MOCHA SMALL,9.0,300.0,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD WHITE MOCHA SMALL,912.0,13980.18,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CARAMEL DRIZZLE,355.0,11920.72,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CHOCOLATE DRIZZLE,119.0,3990.09,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CARAMEL LARGE,73.0,2527.03,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD VANILLA LARGE,288.0,10021.62,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD HAZELNUT LARGE,12.0,400.0,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CARAMEL SF MEDIUM,264.0,8952.25,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CARAMEL SF LARGE,48.0,1658.56,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD VANILLA SF SMALL,341.0,11762.16,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD VANILLA SF MEDIUM,696.0,23972.97,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD VANILLA SF LARGE,123.0,4287.39,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD CARAMEL SF SMALL,199.0,6552.25,ADD SYRUP,HOT BAR SECTION,Stories LAU
ADD YIRGACHEFFE SHOT,42.0,1411.71,ADD SYRUP,HOT BAR SECTION,Stories LAU
